nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning,fyllighet,stravhet,fruktsyra,smak,doft
247901,812454,2479,Ch�teau L'Ermitage,,121,NA,750,161.33,2014-03-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Haut-M�doc, Listrac-M�doc",Frankrike,Vignobles Thomas,Pernod Ricard Sweden AB,2011,2011,13.5%,FS,0,0,"50% merlot, 40% cabernet sauvignon och 10% petit verdot.",9,10,9,nyanserad.rostade fatkaraktar.svarta vinbar.kakao.plommon.tobak.ceder,nyanserad.fatkaraktar.svarta vinbar.mork choklad.plommon.tobak.ceder
250501,738132,2505,Aventino,200 Barrels,159,NA,750,212,2013-06-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Ribera del Duero,Spanien,Vinnico Export,Enjoy Wine & Spirits AB,2010,2010,14.5%,FS,0,0,Tinto fino (tempranillo).,10,9,9,nyanserad.fruktig.stram.rostad fatkaraktar.morka bar.kakao.vanilj.tobak,nyanserad.rostad fatkaraktar.bjornbar.choklad.morka korsbar.tobak.lagerblad
251801,34443,2518,Hermon,Mount Hermon Red,116,NA,750,154.67,2002-03-04,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Golanhojderna,ovriga ursprung,Golan Heights Winery,Amka Vinimport AB,2013,2013,14%,FSB,0,1,"Cabernet sauvignon, merlot, cabernet franc, malbec och petit verdot.",8,8,9,kryddig.fat.russin.kanel.morka bar.sotlakrits,kryddig.utvecklad.fat.russin.kanel.morka bar.lakrits.vanilj
252001,840033,2520,Ch�teau Leret Monpezat,,149,NA,750,198.67,2014-06-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Frankrike sydvast, Cahors",Frankrike,Jean-Baptiste de Monpezat,Stragas-Gruppen AB,2011,2011,14.5%,FS,0,0,90% malbec och 10% merlot.,10,9,9,nyanserad.fatkaraktar.bjornbar.viol.svarta oliver.blabar.choklad.kaffe,nyanserad.fatkaraktar.bjornbar.viol.svarta oliver.blabar.lakrits.kaffe
252101,760696,2521,Alian�a Reserva,,79,NA,750,105.33,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Beiras, D�o",Portugal,Caves Alian�a,Vinunic AB,2011,2011,14%,FS,0,0,"60% tinta roriz, 30% touriga nacional och 10% jaen.",8,8,9,fruktig.fat.plommon.bjornbar.peppar.lakrits.kakao,fruktig.fat.plommon.morka korsbar.viol.svartpeppar.choklad
252501,1825,2525,Baron de Ley,Reserva,108,NA,750,144,1994-02-14,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Baron de Ley,Enjoy Wine & Spirits AB,2009,2009,13.5%,FS,0,0,Tempranillo.,8,8,9,kryddig.utvecklad.fatkaraktar.morka korsbar.dill.choklad.tobak,kryddig.utvecklad.fatkaraktar.dill.morka korsbar.choklad.tobak
253301,673641,2533,NBNC,,69,NA,750,92,2012-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Lisboa,Portugal,Abreu & Sobreiro,Arvid Nordquist Vin och Sprithandel,2012,2012,13%,FS,0,0,"70% aragon�s, 20% castel�o och 10% touriga nacional.",7,7,9,mycket fruktig.morka korsbar.lavendel.blabar.lakrits.kanel,mycket fruktig.bjornbar.lavendel.morka korsbar.lakrits.orter
254801,650081,2548,Baron de Ley,Gran Reserva,185,NA,750,246.67,2012-03-05,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Baron de Ley,Enjoy Wine & Spirits AB,2007,2007,13.5%,FS,0,0,Tempranillo.,9,8,9,nyanserad.kryddig.fatkaraktar.torkade korsbar.plommon.kaffe.tobak.kakao,utvecklad.nyanserad.fatkaraktar.torkade korsbar.dill.plommon.tobak.mork choklad
254901,760625,2549,Catralvos,,102,NA,750,136,2013-09-02,NA,Rott vin,Flaska,Naturkork,"Terras do Sado, Palmela",Portugal,Hor�cio Sim�es,Sundance Wines AB,2010,2010,13.5%,FS,0,0,"85% castel�o, 10% aragonez och 5% syrah.",9,9,9,kryddig.fatkaraktar.russin.stjarnanis.torkade korsbar.rosmarin.choklad,kryddig.fatkaraktar.russin.stjarnanis.torkade korsbar.rosmarin.pomerans
255101,772359,2551,Mayu,Reserva Syrah,89,NA,750,118.67,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Coquimbo, Valle del Elqui",Chile,Vi�a Mayu,WineWorld AB,2011,2011,14%,FS,0,0,Syrah.,9,9,9,fruktig.kryddig.fatkaraktar.peppar.morka bar.choklad.hallon.muskot.vanilj,fruktig.kryddig.fatkaraktar.peppar.morka bar.sandeltra.plommon.vanilj
256001,299065,2560,Periquita,Reserva,85,NA,750,113.33,2008-04-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Pen�nsula de Set�bal,Portugal,Jos� Maria da Fonseca,The WineAgency Sweden AB,2012,2012,13%,FS,0,0,"56% castel�o, 32% touriga na�ional och 12% touriga francesa.",8,7,9,kryddig.mycket fruktig.fatkaraktar.korsbar.plommon.kakao.vanilj,kryddig.fruktig.fatkaraktar.korsbar.kaffe.svarta vinbar.lakrits
256008,442730,2560,Periquita,Reserva,265,NA,3000,88.33,2010-03-01,NA,"Rott vin, Kryddigt & Mustigt",Box,Vingtapp,Pen�nsula de Set�bal,Portugal,Jos� Maria da Fonseca,The WineAgency Sweden AB,2012,2012,13%,FS,0,0,"56% castel�o, 32% touriga na�ional och 12% touriga francesa.",8,7,9,kryddig.mycket fruktig.fatkaraktar.korsbar.plommon.kakao.vanilj,kryddig.fruktig.fatkaraktar.korsbar.kaffe.svarta vinbar.lakrits
256501,368246,2565,Cigarra,Shiraz Tinta Barroca,65,NA,750,86.67,2009-04-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Lisboa,Portugal,Casa Santos Lima,Giertz Vinimport AB,2012,2012,13%,FS,0,0,60% shiraz och 40% tinta barocca.,8,7,9,mycket fruktig.fat.bjornbar.plommon.lavendel.choklad,ungdomlig.fruktig.kryddig.fat.plommon.lavendel.mork choklad.orter
256701,760219,2567,Siro,Fifty,105,NA,750,140,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Toscana,Italien,Fattoria di Gratena,Moestue Grape Selections AB,2013,2013,14%,FS,1,0,50% sangiovese och 50% gratena nero.,9,9,10,nyanserad.fruktig.kryddig.fatkaraktar.svarta vinbar.korsbar.salvia.choklad.kanel,nyanserad.fruktig.fatkaraktar.morka bar.salvia.skogsbar.choklad.kanel
256801,441650,2568,Native,Touriga Nacional Cabernet Sauvignon,59,NA,750,78.67,2010-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Tejo,Portugal,Fiuza & Bright,Sigva AB,2013,2013,13%,FS,0,0,Touriga nacional och cabernet sauvignon.,7,7,9,mycket fruktig.fat.korsbar.svarta vinbar.vanilj.choklad,fruktig.fat.korsbar.svarta vinbar.orter.lakrits
257301,1869,2573,Marqu�s de Riscal,Reserva,135,NA,750,180,1992-11-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Marqu�s de Riscal,Nigab,2009,2009,14%,FS,0,0,"80% tempranillo, 10% mazuelo och 10% graciano.",8,8,9,utvecklad.kryddig.fatkaraktar.torkade korsbar.tobak.dill.kakao,utvecklad.kryddig.fatkaraktar.morka korsbar.dill.korinter.tobak.choklad
257401,1870,2574,Periquita,Original,69,NA,750,92,1979-03-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Pen�nsula de Set�bal,Portugal,Jos� Maria da Fonseca,The WineAgency Sweden AB,2012,2012,13%,FS,0,0,"Castel�o, trincadeira och aragonez.",6,6,9,kryddig.morka korsbar.muskot.orter,kryddig.bjornbar.lakrits.orter
257406,4611,2574,Periquita,Original,135,NA,1500,90,1955-10-01,NA,"Rott vin, Kryddigt & Mustigt",Magnum,,Pen�nsula de Set�bal,Portugal,Jos� Maria da Fonseca,The WineAgency Sweden AB,2012,2012,13%,FS,0,0,"Castel�o, trincadeira och aragonez.",6,6,9,kryddig.morka korsbar.muskot.orter,kryddig.bjornbar.lakrits.orter
257501,732804,2575,Crasto Superior,,141,NA,750,188,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Douro,Portugal,Quinta do Crasto,Vinobele AB,2012,2012,14.5%,FS,0,0,"Touriga nacional, touriga franca, tinta roriz och sous�o.",10,9,9,nyanserad.fruktig.fatkaraktar.plommon.choklad.viol.hallon.lakrits.kryddor,nyanserad.fruktig.fatkaraktar.plommon.morka bar.viol.enetra.choklad.mynta
259701,732731,2597,Campogiovanni,Rosso di Montalcino,121,NA,750,161.33,2013-06-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Toscana, Rosso di Montalcino",Italien,San Felice,Bibendum,2012,2012,14%,FS,0,0,Sangiovese.,9,9,9,kryddig.nyanserad.fatkaraktar.korsbar.basilika.nypon.mork choklad.rosor,kryddig.nyanserad.fatkaraktar.korsbar.basilika.nypon.mork choklad.rosor
2600101,17697,26001,Ravenswood,Vintners Blend Zinfandel,99,NA,750,132,1999-04-06,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Kalifornien,USA,Ravenswood,Bibendum,2012,2012,13.5%,FS,0,0,Zinfandel.,8,7,8,fruktig.fat.bjornbar.hallon.mintchoklad.lakrits.orter,fruktig.fat.bjornbar.hallon.mintchoklad.lakrits.orter
261201,171422,2612,Marqu�s de Murrieta,Reserva,139,NA,750,185.33,2005-08-22,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Marqu�s de Murrieta,Ward Wines AB,2008,2008,14%,FS,0,0,"86% tempranillo, 8% garnacha tinta, 4% mazuelo och 2% graciano.",9,9,9,balanserad.kryddig.fatkaraktar.dill.morka korsbar.tobak.fikon.choklad,utvecklad.kryddig.fatkaraktar.dill.morka korsbar.tobak.plommon.choklad
262001,1913,2620,La Revedere,Merlot,59,NA,750,78.67,1955-01-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Dobrogea, Colinele Dobrogei",Rumanien,Altia,Altia Sweden AB,2013,2013,13%,FS,0,0,,5,4,8,mjuk.barig.sotma.skogsbar.vanilj,barig.skogsbar.orter
2631901,45165,26319,Rosemount,Diamond Blends Shiraz Cabernet,69,NA,750,92,2004-02-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,South Eastern Australia,Australien,Rosemount Estate,Treasury Wine Estates Sweden AB,2012,2012,13%,FS,0,0,55 % shiraz och 45 % cabernet sauvignon,8,7,9,mycket fruktig.bjornbar.svarta vinbar.vanilj.eukalyptus.lakrits,mycket fruktig.svarta vinbar.eukalyptus.lakrits.vanilj
264301,1938,2643,Montecillo,Crianza,72,NA,750,96,1989-04-03,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Bodegas Montecillo,Mondo Wine Sweden AB,2010,2010,13.5%,FS,0,0,Tempranillo.,7,6,9,kryddig.nagot utvecklad.fat.korinter.torkade korsbar.dill.kakao,kryddig.aningen utvecklad.fat.torkade korsbar.svarta vinbar.dill.vanilj
2650701,16590,26507,Woodbridge,Zinfandel by Robert Mondavi Zinfandel,89,NA,750,118.67,1999-01-04,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Kalifornien,USA,Robert Mondavi,Bibendum,2012,2012,13.5%,FS,0,0,Zinfandel.,8,7,9,mycket fruktig.fat.skogsbar.mynta.svartpeppar.vanilj,mycket fruktig.fat.bjornbar.peppar.mynta.vanilj
2655401,37038,26554,Ecologica El Condor,Cabernet Sauvignon Shiraz,64,NA,750,85.33,2002-11-04,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Valle Central,Chile,Ecologica - The Organic Wine Company,Giertz Vinimport AB,2013,2013,13.5%,FS,1,0,60% cabernet sauvignon och 40% shiraz.,6,6,9,fruktig.fat.morka bar.blabar.vanilj,fruktig.fat.morka bar.blabar.vanilj
265901,7995,2659,Coto de Imaz,Reserva,99,NA,750,132,1995-08-07,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,El Coto de Rioja,Spendrups Bryggeri AB,2008,2008,13.5%,FS,0,0,Tempranillo,8,8,9,nyanserad.utvecklad.kryddig.fat.morka korsbar.dill.choklad.nypon.vanilj,nyanserad.utvecklad.kryddig.fat.morka korsbar.dill.choklad.lader.vanilj
266201,779854,2662,Ch Malavieille Alliance,,119,NA,750,158.67,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Languedoc-Roussillon, Coteaux du Languedoc, Terrasses du Larzac",Frankrike,Domaine de Malavieille,People Wine AB,2012,2012,14%,FS,1,0,80% syrah och 20% grenache.,9,9,9,nyanserad fruktig.fat.morka bar.lavendel.peppar.lagerblad.svarta oliver,nyanserad.fruktig.fat.morka bar.lavendel.peppar.lagerblad.svarta oliver
267801,1975,2678,Faustino I,Gran Reserva,159,NA,750,212,1991-09-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Faustino Mart�nez,Bibendum,2001,2001,13.5%,FS,0,0,Tempranillo.,8,8,9,utvecklad.kryddig.fatkaraktar.korsbar.russin.dill.kakao.lader,utvecklad.kryddig.fatkaraktar.torkade korsbar.dill.russin.choklad.lader
268001,860934,2680,Manifesto,Nero d'Avola,72,NA,750,96,2014-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Sicilien,Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,14%,FSN,1,0,85% nero d'avola och 15% cabernet sauvignon.,9,8,9,nyanserad.fruktig.fatkaraktar.kaffe.morka bar.plommon.choklad.vanilj.peppar,nyanserad.fruktig.fatkaraktar.kaffe.morka bar.plommon.choklad.vanilj.kryddor
268501,1982,2685,Se�or�o de los Llanos,Reserva,62,NA,750,82.67,1993-04-26,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Valdepe�as,Spanien,Bodegas Vinartis,Prime Wine Sweden AB,2009,2009,13%,FS,0,0,Tempranillo.,7,6,9,utvecklad.kryddig.fatkaraktar.torkade korsbar.vanilj.choklad.orter,utvecklad.kryddig.fatkaraktar.torkade korsbar.vanilj.orter
268601,1983,2686,Torres Gran Sangre de Toro,Reserva,86,NA,750,114.67,1990-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Catalunya,Spanien,Miguel Torres,Miguel Torres,2010,2010,14%,FS,0,0,"Garnacha, cari�ena och syrah.",8,8,9,kryddig.fatkaraktar.plommon.korsbar.kakao.kaffe.vanilj,kryddig.fruktig.fatkaraktar.plommon.morka korsbar.choklad.vanilj.viol
268602,14818,2686,Torres Gran Sangre de Toro,Reserva,46,NA,375,122.67,1998-02-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Catalunya,Spanien,Miguel Torres,Miguel Torres,2010,2010,14%,FS,0,0,"60% garnacha, 25% mazuelo och 15% syrah.",8,8,9,kryddig.fatkaraktar.plommon.korsbar.kakao.kaffe.vanilj,kryddig.fruktig.fatkaraktar.plommon.morka korsbar.choklad.vanilj.viol
269901,865632,2699,C�tes-du-Rh�ne-Villages Cairanne,Domaine Berthet-Rayne,99,NA,750,132,2014-12-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Rhonedalen, C�tes du Rh�ne",Frankrike,Domaine Berthet-Rayne,Domaine Wines Sweden AB,2012,2012,14%,FSN,1,0,Huvudsakligen grenache.,8,8,9,nyanserad.kryddig.skogshallon.bjornbar.orter.peppar.kakao.kanel,nyanserad.nagot kryddig.inslag skogshallon.bjornbar.orter.lagerblad.peppar
2700001,44911,27000,Chill Out Lakes,Shiraz,63,NA,750,84,2004-03-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Kalifornien,USA,Altia,Altia Sweden AB,2012,2012,13.5%,FS,0,0,Shiraz.,6,6,9,mycket fruktig.blabarssylt.jordgubbar.lakrits,fruktig.blabarssylt.jordgubbar.sotlakrits
270001,616786,2700,Chianti,del Barone Ricasoli,89,NA,750,118.67,2011-11-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Toscana, Chianti",Italien,Barone Ricasoli,WineWorld AB,2013,2013,13%,FS,0,0,Huvudakligen sangiovese och ovriga druvsorter.,7,7,10,fruktig.aningen kryddig.fat.korsbar.blabar.orter.vanilj,fruktig.aningen kryddig.fat.korsbar.blabar.orter.vanilj
270401,854301,2704,Maci� Batle,Crianza,99,NA,750,132,2014-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Balearerna, Mallorca, Binissalem",Spanien,Maci� Batle,Sigva AB,2011,2011,14%,FSN,0,0,"Merlot, cabernet sauvignon, syrah och mantoniegro.",9,9,9,nyanserad.fruktig.fatkaraktar.morka korsbar.tobak.plommon.peppar.kakao.lavendel,nyanserad.fruktig.fatkaraktar.morka korsbar.tobak.plommon.mork choklad.lavendel
270501,165264,2705,Brolio,,119,NA,750,158.67,2005-10-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Barone Ricasoli,WineWorld AB,2012,2012,13%,FS,0,0,Sangiovese.,9,9,10,nyanserad.kryddig.rostad fatkaraktar.morka korsbar.kaffe.basilika.svarta vinbar.kakao,kryddig.nyanserad.rostad fatkaraktar.morka korsbar.kaffe.basilika.svarta vinbar.choklad
270502,223331,2705,Brolio,,69,NA,375,184,2006-10-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Barone Ricasoli,WineWorld AB,2012,2012,14%,FS,0,0,Sangiovese.,9,9,10,nyanserad.kryddig.rostad fatkaraktar.morka korsbar.kaffe.basilika.svarta vinbar.kakao,kryddig.nyanserad.rostad fatkaraktar.morka korsbar.kaffe.basilika.svarta vinbar.choklad
270701,855677,2707,Aventino Old Vines,Menc�a,99,NA,750,132,2014-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Bierzo,Spanien,Hemmeken Cellars,Enjoy Wine & Spirits AB,2011,2011,14.5%,FSN,0,0,Menc�a.,9,9,9,nyanserad.fruktig.fatkaraktar.bjornbar.hallon.ceder.viol.mynta.kaffe.vanilj,nyanserad.fruktig.fatkaraktar.bjornbar.hallon.ceder.viol.tobak.kaffe.vanilj
270801,170357,2708,Azabache,Crianza,79,NA,750,105.33,2005-08-15,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Rioja,Spanien,Vi�edos de Aldeanueva,Chris-Wine AB,2011,2011,14%,FS,1,0,"60% tempranillo, 30% garnacha och 10% graciano.",7,6,10,kryddig.fatkaraktar.morka korsbar.dill.russin.choklad,kryddig.fatkaraktar.morka korsbar.russin.orter.choklad
271001,2005,2710,Marqu�s de Arienzo,Reserva,98,NA,750,130.67,1991-04-15,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Marqu�s de Riscal,Nigab,2010,2010,14%,FS,0,0,"Tempranillo, graciano och mazuelo.",9,8,9,kryddig.nagot utvecklad.fatkaraktar.torkade korsbar.mork choklad.vanilj.orter,kryddig.nagot utvecklad.fatkaraktar.torkade korsbar.mork choklad.vanilj.dill
271002,2006,2710,Marqu�s de Arienzo,Reserva,55,NA,375,146.67,1990-09-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Marqu�s de Riscal,Nigab,2010,2010,13.5%,FS,0,0,Tempranillo.,9,8,9,kryddig.nagot utvecklad.fatkaraktar.torkade korsbar.mork choklad.vanilj.orter,kryddig.nagot utvecklad.fatkaraktar.torkade korsbar.mork choklad.vanilj.dill
271006,4602,2710,Marqu�s de Arienzo,Reserva,199,NA,1500,132.67,1990-09-01,NA,"Rott vin, Kryddigt & Mustigt",Magnum,,Rioja,Spanien,Marqu�s de Riscal,Nigab,2010,2010,13.5%,FS,0,0,Tempranillo.,9,8,9,kryddig.nagot utvecklad.fatkaraktar.torkade korsbar.mork choklad.vanilj.orter,kryddig.nagot utvecklad.fatkaraktar.torkade korsbar.mork choklad.vanilj.dill
271601,632413,2716,Montelciego,Reserva,89,NA,750,118.67,2012-04-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Bodegas Montelciego,The Wine Team,2008,2008,13%,FS,0,0,Tempranillo.,8,8,9,nyanserad.utvecklad.kryddig.fatkaraktar.torkad frukt.korsbar.dill.tobak.kakao,nyanserad.utvecklad.kryddig.fatkaraktar.torkad frukt.korsbar.tobak.lader
271701,713614,2717,Gratena,,92,NA,750,122.67,2013-03-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Toscana, Chianti",Italien,Fattoria di Gratena,Moestue Grape Selections AB,2012,2012,13.5%,FS,1,0,Sangiovese.,7,8,10,kryddig.nyanserad.fat.korsbar.enetra.orter.jordgubbar.vanilj,kryddig.nyanserad.fat.peppar.korsbar.jordgubbar.salvia.vanilj
271801,339649,2718,Campos de Luz,Garnacha,54,NA,750,72,2008-10-01,NA,"Rott vin, Mjukt & Barigt",Flaska,,Cari�ena,Spanien,Bodegas Esteban Martin,Apricot AB,2013,2013,13.5%,FS,0,0,Garnacha.,5,5,9,barig.korsbar.blabar.sotlakrits,barig.korsbar.blabar.sotlakrits
271806,519350,2718,Campos de Luz,Garnacha,119,NA,1500,79.33,2010-10-01,NA,"Rott vin, Mjukt & Barigt",Magnum,Plastkork/syntetkork,Cari�ena,Spanien,Bodegas Esteban Martin,Apricot AB,2013,2013,13.5%,FS,0,0,Garnacha.,5,5,9,barig.korsbar.blabar.sotlakrits,barig.korsbar.blabar.sotlakrits
272101,760183,2721,La Vespa,,119,NA,750,158.67,2013-09-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Piemonte, Monferrato",Italien,Michele Chiarlo,Philipson Soderberg AB,2011,2011,13.5%,FS,0,0,"50% barbera, 30% albarossa och 20% shiraz.",8,8,9,mycket fruktig.fatkaraktar.korsbar.bjornbar.choklad.vanilj.timjan.rosmarin,mycket fruktig.fatkaraktar.korsbar.bjornbar.mjolkchoklad.timjan.rosmarin
272301,246863,2723,Rocca Guicciarda,Riserva,139,NA,750,185.33,2007-04-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Barone Ricasoli,WineWorld AB,2011,2011,13.5%,FS,0,0,Sangiovese.,8,8,9,nyanserad.fruktig.rostad fatkaraktar.morka korsbar.plommon.orter.choklad,nyanserad.fruktig.rostad fatkaraktar.morka korsbar.plommon.lakrits.orter
272302,246880,2723,Rocca Guicciarda,Riserva,79,NA,375,210.67,2007-04-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Barone Ricasoli,WineWorld AB,2011,2011,13.5%,FS,0,0,Sangiovese.,8,8,9,nyanserad.fruktig.rostad fatkaraktar.morka korsbar.plommon.orter.choklad,nyanserad.fruktig.rostad fatkaraktar.morka korsbar.plommon.lakrits.orter
272701,165297,2727,Cappello di Prete,,79,NA,750,105.33,2005-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Apulien, Salento",Italien,Candido,Selezione Barbro Guaccero,2009,2009,13.5%,FS,0,0,Negroamaro.,7,7,9,kryddig.utvecklad.fat.torkade korsbar.nypon.rosmarin,kryddig.utvecklad.fat.torkade korsbar.nypon.stall.rosmarin
272901,735673,2729,Coto Real,Reserva,121,NA,750,161.33,2013-09-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,El Coto de Rioja,Spendrups Bryggeri AB,2008,2008,13.5%,FS,0,0,Tempranillo.,8,8,9,nyanserad.kryddig.utvecklad.tydlig fatkaraktar.torkad frukt.dill.kakao.notter,nyanserad.kryddig.utvecklad.tydlig fatkaraktar.torkad frukt.dill.tobak.kaffe
273001,609136,2730,Marques de Valencia,Gran Reserva,59,NA,750,78.67,2011-09-26,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Valencia,Spanien,La Vina,Brandpartners AB,2008,2008,14%,FS,0,0,Tempranillo.,9,8,9,kryddig.fruktig.fatkaraktar.morka korsbar.korinter.vanilj.orter.kakao,kryddig.fruktig.fatkaraktar.morka korsbar.korinter.vanilj.lakrits
273201,790539,2732,Kajsa loves Virgin Earth,Shiraz Mourvedre Grenache,89,NA,750,118.67,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,Du Plesseis Family Wines Virgin Earth,Kajsa Wines AB,2013,2013,14%,FS,0,0,"Shiraz, mourv�dre och grenache.",9,8,9,mycket fruktig.fat.bjornbar.svarta vinbar.choklad.peppar.orter,fruktig.fat.morka bar.lakrits.rod paprika.orter
273301,760198,2733,Coll de Roses,Cabernet Sauvignon Cabernet Franc,91,NA,750,121.33,2013-09-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Empord�,Spanien,Coll de Roses,Sundance Wines AB,2010,2010,14.5%,FSN,0,0,"80% cabernet sauvignon, 10% cabernet franc, 7% merlot och 3% garnacha.",8,8,9,nyanserad.fatkaraktar.morka bar.svarta vinbar.peppar.kakao.lakrits.orter,nyanserad.fatkaraktar.morka bar.svarta vinbar.peppar.choklad.orter
273401,19164,2734,Marqu�s de C�ceres,Crianza,89,NA,750,118.67,1999-09-06,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Bodegas Marqu�s de C�ceres,Domaine Wines Sweden AB,2010,2010,13%,FS,0,0,"Tempranillo 85%, garnacha och graciano 15%",8,8,9,kryddig.fatkaraktar.korsbar.rosmarin.kakao.vanilj,kryddig.fatkaraktar.morka korsbar.dill.russin.tobak.vanilj
273601,760216,2736,El Castro de Valtuille,,119,NA,750,158.67,2013-09-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Bierzo,Spanien,Bodegas y Vinedos Castro Ventosa,Johan Lidby Vinhandel AB,2011,2011,14%,FS,0,0,Menc�a.,9,9,9,fruktig.fatkaraktar.bjornbar.plommon.lakrits.orter.vanilj,fruktig.fatkaraktar.bjornbar.plommon.orter.vanilj
273701,272117,2737,Finca el Puig,,195,NA,750,260,2007-10-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Priorat,Spanien,Cellers Fuentes,Vinunic AB,2009,2009,14.5%,FS,0,0,"Grenache, syrah och cabernet sauvignon.",10,10,10,nyanserad.kryddig.rostad fatkaraktar.plommon.morka korsbar.lakrits.ceder.choklad,nyanserad.kryddig.rostad fatkaraktar.plommon.morka korsbar.choklad.mynta.kaffe
